U51;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
8146400;Head of State;James Burr V. Allred;1936;1970;1999;PA;Ruthless Powermonger;Medium;M571001;X
8146401;Head of State;James Fechet;1936;1970;1999;PA;Resigned Generalissimo;Medium;James_Fechet;X
8146402;Head of State;Ross S. Sterling;1936;1970;1999;SC;Benevolent Gentleman;Medium;Ross_Shaw_Sterling;X
8146403;Head of State;James Burr V. Allred;1936;1970;1999;ML;Die-hard Reformer;Medium;M571001;X
8146404;Head of State;Pat Morris Neff;1936;1948;1999;SL;Die-hard Reformer;Medium;Pat Morris Neff;X
8146405;Head of State;Maury Maverick;1936;1970;1999;SD;Benevolent Gentleman;Medium;Maury_Maverick;X
8146406;Head of State;J. Frank Dobie;1944;1970;1999;LE;Popular Figurehead;Medium;J Frank Dobie;X
8146407;Head of State;Homer Brooks;1936;1970;1999;ST;Ruthless Powermonger;Medium;Homer_Brooks;X
8146408;Head of State;Walton Walker;1948;1970;1999;PA;Resigned Generalissimo;Medium;Walton_Walker;X
8146409;Head of State;Allan Shivers;1948;1970;1999;SC;Popular Figurehead;Medium;Allan_Shivers;X
8146410;Head of State;Lyndon B. Johnson;1948;1970;1999;SL;Stern Imperialist;Medium;Lyndon_B_Johnson;X
8146411;Head of State;Price Daniel, Sr;1956;1970;1999;ML;Stern Imperialist;Medium;Marion_Price_Daniel;X
8146412;Head of State;William A. Blakley;1956;1970;1999;SC;Pig-headed Isolationist;Medium;William_Arvis_Blakley;X
8146413;Head of State;Edwin Walker;1959;1970;1999;NS;Resigned Generalissimo;Medium;Edwin A Walker;X
8146414;Head of State;Jack Coe;1959;1970;1999;FA;Barking Buffoon;Medium;Jack Coe;X
8146415;Head of State;Wilbert Lee O'Daniel;1959;1970;1999;PA;Autocratic Charmer;Medium;Wilbert_Lee_ODaniel;X
8146416;Head of State;Audie Murphy;1959;1970;1999;SC;Benevolent Gentleman;Medium;Audie Murphy;X
8146417;Head of State;John Bowden Connally Jr;1962;1970;1999;SC;Die-hard Reformer;Medium;John_Bowden_Connally;X
8146418;Head of Government;William Lee O'Daniel;1936;1970;1999;PA;Political Protege;Medium;M571002;X
8146419;Head of Government;James Fechet;1936;1970;1999;PA;Old Airmarshal;Medium;James_Fechet;X
8146420;Head of Government;Coke R. Stevenson;1936;1970;1999;SC;Silent Workhorse;Medium;M571012;X
8146421;Head of Government;Walter Frank Woodul;1936;1970;1999;ML;Silent Workhorse;Medium;Walter_Woodul;X
8146422;Head of Government;Wright Patman;1936;1970;1999;SL;Flamboyant Tough Guy;Medium;Wright Patman;X
8146423;Head of Government;Juanita Craft;1936;1970;1999;SD;Ambitious Union Boss;Medium;Juanita_Craft;X
8146424;Head of Government;Laura V. Hamner;1936;1970;1999;LE;Happy Amateur;Medium;Laura V Hamner;X
8146425;Head of Government;Emma Tenayuca;1936;1970;1999;ST;Naive Optimist;Medium;Emma_Tenayuca;X
8146426;Head of Government;Walton Walker;1948;1970;1999;PA;Old General;Medium;Walton_Walker;X
8146427;Head of Government;Ben Ramsey;1948;1970;1999;SC;Backroom Backstabber;Medium;Ben Ramsey;X
8146428;Head of Government;Ralph Yarborough;1948;1970;1999;SL;Flamboyant Tough Guy;Medium;Ralph_Webster_Yarborough;X
8146429;Head of Government;Price Daniel, Sr;1956;1970;1999;ML;Happy Amateur;Medium;Marion_Price_Daniel;X
8146430;Head of Government;William Clements, Jr.;1958;1970;1999;ML;Smiling Oilman;Medium;William_Perry_Clements;X
8146431;Head of Government;Edwin Walker;1959;1970;1999;NS;Old General;Medium;Edwin A Walker;X
8146432;Head of Government;Jack Coe;1959;1970;1999;FA;Spiritual Leader;Medium;Jack Coe;X
8146433;Head of Government;Preston Smith;1962;1970;1999;SC;Silent Workhorse;Medium;Preston_Earnest_Smith;X
8146434;Foreign Minister;Omicron Pi Lockhart;1936;1970;1999;PA;The Cloak N Dagger Schemer;Medium;Omicron Pi Lockhart;X
8146435;Foreign Minister;Oliver P. Smith;1936;1970;1999;PA;General Staffer;Medium;Oliver_Smith;X
8146436;Foreign Minister;Andrew Jackson Houston;1936;1970;1999;SC;Apologetic Clerk;Medium;Andrew Jackson Houston;X
8146437;Foreign Minister;Martin Dies Jr.;1938;1970;1999;SC;Iron Fisted Brute;Medium;Martin Dies Jr;X
8146438;Foreign Minister;J. Evetts Haley;1948;1970;1999;SC;Biased Intellectual;Medium;J Evetts Haley;X
8146439;Foreign Minister;John Ben Shepperd;1950;1970;1999;SC;Great Compromiser;Medium;John Ben Shepperd;X
8146440;Foreign Minister;Sam Rayburn;1936;1970;1999;ML;Great Compromiser;Medium;Sam_Rayburn;X
8146441;Foreign Minister;Morris Sheppard;1936;1970;1999;ML;Ideological Crusader;Medium;Morris Sheppard;X
8146442;Foreign Minister;Lloyd Bentsen;1948;1970;1999;ML;Biased Intellectual;Medium;Lloyd Bentsen;X
8146443;Foreign Minister;Jesse H. Jones;1936;1970;1999;SL;The Cloak N Dagger Schemer;Medium;M571004;X
8146444;Foreign Minister;Tom Connally;1936;1970;1999;SL;Ideological Crusader;Medium;M6203;X
8146445;Foreign Minister;John Marvin Jones;1936;1970;1999;SL;Apologetic Clerk;Medium;John Marvin Jones;X
8146446;Foreign Minister;Frank Willis Mayborn;1936;1970;1999;SL;Great Compromiser;Medium;Frank_W_Mayborn;X
8146447;Foreign Minister;Don Yarborough;1956;1970;1999;SL;Great Compromiser;Medium;Don_Yarborough;X
8146448;Foreign Minister;Jovita Idar;1936;1970;1999;SD;Ideological Crusader;Medium;Jovita_Idar;X
8146449;Foreign Minister;James Frank Dobie;1936;1970;1999;SD;Great Compromiser;Medium;James_Frank_Dobie;X
8146450;Foreign Minister;Ezequiel David Salinas, Sr.;1936;1970;1999;SD;Great Compromiser;Medium;Ezequiel David Salinas Sr;X
8146451;Foreign Minister;William A. Owens;1936;1970;1999;LE;Ideological Crusader;Medium;William A Owens;X
8146452;Foreign Minister;Homer Brooks;1936;1970;1999;ST;Ideological Crusader;Medium;Homer_Brooks;X
8146453;Minister of Armament;Torkild Rieber;1936;1970;1999;PA;Oil Baron;Medium;torkild_rieber;X
8146454;Minister of Armament;George F. Moore;1936;1970;1999;PA;Infantry Proponent;Medium;George_F_Moore;X
