U53;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
153203;Foreign Minister;Mohammad Khiabani;1936;1970;1999;SD;Ideological Crusader;Very High;PERKhi;X
153122;Head of State;Haydar Amuogly;1936;1964;1999;LE;Barking Buffoon;High;PER_haydar_amuogly;X
153123;Head of State;Ardeshir Ovanessian;1936;1964;1999;LE;Weary Stiffneck;High;PER_ardeshir_ovanessian;X
153124;Head of State;Mirza Kuchik Khan;1936;1964;1999;LWR;Die-hard Reformer;High;PER_mirza_kuchik_khan;X
153125;Head of State;Taqi Arani;1936;1964;1999;LWR;Benevolent Gentleman;High;PER_taqi_arani;X
153126;Head of Government;Ardeshir Ovanessian;1936;1964;1999;LE;Naive Optimist;High;PER_ardeshir_ovanessian;X
153127;Head of Government;Haydar Amuogly;1936;1964;1999;LE;Backroom Backstabber;High;PER_haydar_amuogly;X
153128;Head of Government;Soleiman Mirza Eskandari;1936;1964;1999;LWR;Happy Amateur;High;PER_soleiman;X
153129;Head of Government;Mirza Kuchik Khan;1936;1964;1999;LWR;Naive Optimist;High;PER_mirza_kuchik_khan;X
153130;Head of Government;Mohsen Sadr;1936;1964;1999;SD;Silent Workhorse;High;PER_mohsen_sadr;X
153131;Foreign Minister;Ardeshir Ovanessian;1936;1964;1999;LE;Ideological Crusader;High;PER_ardeshir_ovanessian;X
153132;Foreign Minister;Maryam Firouz;1944;1964;1999;LE;Biased Intellectual;High;PER_maryam_firouz;X
153133;Foreign Minister;Mohammad Farrokhi Yazdi;1936;1964;1999;LWR;Apologetic Clerk;High;PER_mohammad_farrokhi_yazdi;X
153134;Foreign Minister;Bozorg Alavi;1936;1964;1999;LWR;Great Compromiser;High;PER_bozorg_alavi;X
153135;Minister of Armament;Haydar Amuogly;1936;1964;1999;LE;Resource Industrialist;High;PER_haydar_amuogly;X
153136;Minister of Armament;Noureddin Kianouri;1945;1964;1999;LWR;Laissez-Faire Capitalist;High;PER_noureddin_kianouri;X
153137;Minister of Armament;Taqi Arani;1936;1964;1999;LWR;Resource Industrialist;High;PER_taqi_arani;X
153138;Minister of Armament;Iraj Eskandari;1936;1964;1999;LWR;Administrative Genius;High;PER_iraj_eskandari;X
153139;Minister of Security;Haydar Amuogly;1936;1964;1999;LE;Prince of Terror;High;PER_haydar_amuogly;X
153140;Minister of Security;Ehsan Tabari;1937;1964;1999;LWR;Back Stabber;Medium;PER_ehsan_tabari;X
153141;Minister of Security;Sattar Khan;1936;1964;1999;LWR;Man of the People;Low;PER_sattar_khan;X
153142;Minister of Security;Maryam Firouz;1944;1964;1999;LE;Crime Fighter;High;PER_maryam_firouz;X
153143;Head of Military Intelligence;Ja'fer Pishevari;1936;1964;1999;ST;Dismal Enigma;Medium;M53023;X
153144;Head of Military Intelligence;Khosro Roozbeh;1945;1964;1999;LE;Logistics Specialist;Medium;PER_khosro_roozbeh;X
153145;Head of Military Intelligence;Heshmat Taleqani;1936;1964;1999;LWR;Dismal Enigma;Medium;PER_heshmat_taleqani;X
153146;Head of Military Intelligence;Noureddin Kianouri;1945;1964;1999;LWR;Technical Specialist;High;PER_noureddin_kianouri;X
153147;Head of Military Intelligence;Taqi Arani;1936;1964;1999;LWR;Technical Specialist;High;PER_taqi_arani;X
153148;Head of Military Intelligence;Sattar Khan;1936;1964;1999;LWR;Logistics Specialist;Low;PER_sattar_khan;X
153149;Chief of Staff;Khosro Roozbeh;1945;1964;1999;LE;School of Fire Support;Medium;PER_khosro_roozbeh;X
153150;Chief of Staff;Sattar Khan;1936;1964;1999;LWR;School of Psychology;Low;PER_sattar_khan;X
153151;Chief of Staff;Mirza Kuchik Khan;1936;1964;1999;LWR;School of Defence;High;PER_mirza_kuchik_khan;X
153152;Chief of Army;Khosro Roozbeh;1936;1964;1999;LE;Decisive Battle Doctrine;Medium;PER_khosro_roozbeh;X
153153;Chief of Army;Mirza Kuchik Khan;1936;1964;1999;LWR;Guns and Butter Doctrine;High;PER_mirza_kuchik_khan;X
153154;Chief of Army;Sattar Khan;1936;1964;1999;LWR;Elastic Defence Doctrine;Low;PER_sattar_khan;X
153155;Chief of Navy;Fyodor Raskolnikov;1936;1964;1999;LE;Base Control Doctrine;Low;PER_fyodor_raskolnikov;X
153156;Minister of Armament;Mehdi Bazargan;1937;1964;1999;SD;Infantry Proponent;High;PER_mehdi_bazargan;X
153157;Head of State;Ayatollah Mahmoud Taleghani;1941;1964;1999;SD;Insignificant Layman;High;PER_mahmoud_taleghani;X
153158;Minister of Security;Ayatollah Mahmoud Taleghani;1941;1964;1999;SD;Man of the People;High;PER_mahmoud_taleghani;X
153159;Minister of Armament;Yadollah Sahabi;1936;1964;1999;SD;Theoretical Scientist;High;PER_yadollah_sahabi;X
153160;Head of Military Intelligence;Yadollah Sahabi;1936;1964;1999;SD;Industrial Specialist;High;PER_yadollah_sahabi;X
153164;Head of State;Mohsen Sadr;1936;1964;1999;SD;Benevolent Gentleman;High;PER_mohsen_sadr;X
153108;Chief of Air Force;Hedayatullah Gilanshah;1936;1964;1999;SD;Vertical Envelopment Doctrine;Medium;M53020;X
153300;Head of Government;Reza Radmanesh;1936;1964;1999;LE;Naive Optimist;High;rezaradmanesh;X
153301;Head of State;Reza Radmanesh;1936;1964;1999;LE;Benevolent Gentleman;High;rezaradmanesh;X
